insult,Unnamed: 0,date,target,tweet
"got it all wrong last time, never came close to understanding the Trump Voter",1,1,1,1
nasty politics,1,1,1,1
goes on night after night telling made up Trump stories,1,1,1,1
naive (or dumb),1,1,1,1
"got far more money than Texas & Florida combined, yet their government can’t do anything right",1,1,1,1
media-rigged,1,1,1,1
my worst Miss U.,1,1,1,1
mostly losers in life!,1,1,1,1
"got $700,000 from H for wife!",1,1,1,1
millions of fraudulent votes,1,1,1,1
most INACCURATE & FRAUDULENT Election in history,1,1,1,1
"more votes than it had people voting, by a lot , travesty , a Rigged Election, one not even fit for third world countries!",1,1,1,1
going ‘nuts.’,1,1,1,1
more votes than people!,1,1,1,1
moron,1,1,1,1
going ‘crazy’ trying to buy his way back into the Liberal Democrat’s hearts,1,1,1,1
going crazy making up false stories and using only unnamed sources (who don't exist),1,1,1,1
mean & despicable,1,1,1,1
going crazy with their conspiracy theories and blind hatred,1,1,1,1
going ‘bonkers!’,1,1,1,1
going in the wrong direction (to put it mildly),1,1,1,1
going nowhere,1,1,1,1
going wild with their flags,1,1,1,1
"gone the way of the @NBA, ratings down 70%",1,1,1,1
going wild,1,1,1,1
most conflicted of all,1,1,1,1
most incompetent and corrupt administration in U.S. history,1,1,1,1
"much of what it says is FAKE NEWS, pushing a political agenda or just plain trying to hurt people",1,1,1,1
most unfair & biased hearings in the history of Congress,1,1,1,1
going to hell!,1,1,1,1
going out of business,1,1,1,1
going through massive attacks to its people by the migrants allowed to enter the country,1,1,1,1
msdnc,1,1,1,1
moving more and more to the losing (wrong) side,1,1,1,1
most unfair & biased in history,1,1,1,1
must be stopped,1,1,1,1
more made up Fake News!,1,1,1,1
must stop with the crazy quantitative tightening,1,1,1,1
mistakenly raised interest rates,1,1,1,1
going absolutely crazy,1,1,1,1
millions of people in who have so strongly and violently changed their culture!,1,1,1,1
"got big dollars ($700,000) for his wife's political run from Hillary Clinton",1,1,1,1
mindless,1,1,1,1
miscarriage of justice!,1,1,1,1
misrepresents,1,1,1,1
missed all of the many signals sent out by the Florida school shooter,1,1,1,1
mistake!,1,1,1,1
goofy couldn’t care less about the American worker,1,1,1,1
must pay MORE,1,1,1,1
going all out in order to demean and denigrate!,1,1,1,1
going broke and not working,1,1,1,1
more dishonest than even CNN,1,1,1,1
must have set a record for who lied the most to Congress in one day,1,1,1,1
modern day Pocahontas,1,1,1,1
money drenched but heavily bureaucratic,1,1,1,1
must get back to work,1,1,1,1
goofball atheist,1,1,1,1
good for Mexico!,1,1,1,1
money wasting HOAX,1,1,1,1
gone totally off the rails,1,1,1,1
monsters,1,1,1,1
moral cowardice,1,1,1,1
"more anti-Trump people, by far, than ever before",1,1,1,1
"mean, & undisciplined,  a “chocker”",1,1,1,1
grandstanding,1,1,1,1
got it wrong as usual,1,1,1,1
had nothing to do with my Election victory,1,1,1,1
had her two puppets say bad stuff,1,1,1,1
lying & cheating like never before in our Country’s history Dangerous & Bad,1,1,1,1
had illegal meetings with the very hostile Iranian Regime,1,1,1,1
had my “wires tapped” in Trump Tower just before the victory,1,1,1,1
had no clue,1,1,1,1
had no courage & ruined many lives,1,1,1,1
had no right heading the FBI at any time,1,1,1,1
"lunatic ranting, raving, & cursing",1,1,1,1
lying in order to reduce his prison time,1,1,1,1
had the Majority& blew it away with his poor leadership and bad timing,1,1,1,1
lowly rated,1,1,1,1
had to beg their fleeing subscribers for forgiveness,1,1,1,1
had to bring in mommy to take a slap at me,1,1,1,1
lowly,1,1,1,1
"had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA",1,1,1,1
lowlifes,1,1,1,1
lying James Comey,1,1,1,1
lying on so many levels,1,1,1,1
got it wrong as you often do!,1,1,1,1
made all bad decisions over the last decade,1,1,1,1
made some of the dumbest political decisions of all time,1,1,1,1
had a big campaign finance violation,1,1,1,1
made many bad calls,1,1,1,1
made law enforcement decisions for political purposes,1,1,1,1
made fool of himself in '12,1,1,1,1
made every wrong prediction about me including my big election win,1,1,1,1
had a mental breakdown while talking about me,1,1,1,1
had a temper tantrum,1,1,1,1
had a very bad week,1,1,1,1
had a tiny 300 person crowd,1,1,1,1
made a vicious and purposeful mistake,1,1,1,1
made a fool of himself on the Dems debate stage,1,1,1,1
had a total meltdown in the White House,1,1,1,1
made a fool of himself,1,1,1,1
made McCabe look like a choirboy,1,1,1,1
"lyin’, cheatin’, liddle’ Adam “Shifty” Schif",1,1,1,1
lowlife!,1,1,1,1
had to correct his ridiculous statement,1,1,1,1
lowlife loser,1,1,1,1
low I.Q.,1,1,1,1
has NEVER been more Dishonest or Corrupt than it is right now,1,1,1,1
low life,1,1,1,1
low level,1,1,1,1
has NEVER been more dishonest than it is now,1,1,1,1
low energy guy,1,1,1,1
low IQ individual,1,1,1,1
low IQ idiot,1,1,1,1
loves watching our manufacturers struggle,1,1,1,1
lowlife dummy,1,1,1,1
loves to write badly about me,1,1,1,1
loves to talk about my so-called low approval rating,1,1,1,1
loves to lie,1,1,1,1
loves saying ‘so little happened at my first summit with Kim Jong Un.’,1,1,1,1
"loves sanctuary cities, bad and expensive healthcare",1,1,1,1
love watching him fail,1,1,1,1
has NO path to victory,1,1,1,1
has BAD JUDGEMENT,1,1,1,1
low rated (very) Morning Psycho (Joe),1,1,1,1
"hard to watch, zero talent",1,1,1,1
low ratings Shep Smith,1,1,1,1
lowlife,1,1,1,1
had zero chemistry with Putin,1,1,1,1
had zero in his presidential run before dropping out in disgrace,1,1,1,1
lowest ratings EVER!,1,1,1,1
low-rated,1,1,1,1
handling of the H1N1 Swine Flu was a complete and total disaster,1,1,1,1
low-life Biden handlers,1,1,1,1
hapless Governor,1,1,1,1
hard charging (except in the case of Democrats),1,1,1,1
low-level degenerates,1,1,1,1
low-energy individual,1,1,1,1
low-energy 'stiff',1,1,1,1
hard to watch!,1,1,1,1
low ratings!,1,1,1,1
low ratings show,1,1,1,1
made this up to divide!,1,1,1,1
had ZERO interest in the merits of the greatest voter fraud ever perpetrated on the United States of America,1,1,1,1
made up a phony collusion with the Russians story,1,1,1,1
"many more mistakes of judgement, gets fired because frankly, if I listened to him, we would be in World War Six by now",1,1,1,1
massive and unprecedented fraud!,1,1,1,1
got tongue tied over the weekend,1,1,1,1
got zero against me- no cred!,1,1,1,1
massive VOTER FRAUD,1,1,1,1
many years of bad Dem Mgmt!,1,1,1,1
many of their biased reporters went Rogue!,1,1,1,1
got zero percent in his recent presidential run,1,1,1,1
graduated last in his class,1,1,1,1
great people being disenfranchised by politicians. Repub party is in trouble!,1,1,1,1
many lies by Ben Carson,1,1,1,1
grandstander”,1,1,1,1
many lies,1,1,1,1
needs help fast,1,1,1,1
making up story after story,1,1,1,1
great betrayal of the American Middle Class and our Country as a whole!,1,1,1,1
making up stories & sources!,1,1,1,1
got thrown off of TV by NBC,1,1,1,1
got the story so wrong,1,1,1,1
got swamped (or destroyed) by comparison,1,1,1,1
massive corruption,1,1,1,1
may poison the minds of the American Voter,1,1,1,1
may hold the record for the most Emails in the shortest period of time,1,1,1,1
may be the most corrupt person ever to seek the presidency,1,1,1,1
"may be even more Corrupt than the Bidens, which is hard to do",1,1,1,1
got lost in a ‘mental fog’,1,1,1,1
"got me wrong right from the beginning and still have not changed course, and never will",1,1,1,1
massive unfunded liability,1,1,1,1
got nowhere with North Korea,1,1,1,1
got rich bleeding America Dry,1,1,1,1
"massive payments, and so little appreciation!",1,1,1,1
massive negative Trump coverage,1,1,1,1
massive fraud,1,1,1,1
massive failure in the morning,1,1,1,1
massive election interference the likes of which has never been seen before,1,1,1,1
"massive deficit, bad jobs forecast, a mess",1,1,1,1
great incompetence and corruption,1,1,1,1
making up phony polls in order to suppress the the Trump,1,1,1,1
made up a story,1,1,1,1
"made up, unsourced stories",1,1,1,1
make up their own stories with or without sources,1,1,1,1
make up a phony crime,1,1,1,1
make Security for our country very difficult,1,1,1,1
make Joseph McCarthy look like a baby!,1,1,1,1
major loopholes,1,1,1,1
major lightweight with no credibility,1,1,1,1
made-up,1,1,1,1
made up what I actually said by lying to Congress,1,1,1,1
making our country unsafe!,1,1,1,1
made up story meant to demean & belittle,1,1,1,1
made up stories in order to sell this really boring and untruthful book,1,1,1,1
made up stories,1,1,1,1
made up garbage,1,1,1,1
made up events THAT NEVER HAPPENED,1,1,1,1
made up and pushed the Russian story as an excuse for running a terrible campaign,1,1,1,1
made up a story (he got fired),1,1,1,1
makes Crooked Hillary look like an amateur!,1,1,1,1
gutless Radical Left Wack Jobs,1,1,1,1
makes it impossible for our farmers and workers and companies to do business,1,1,1,1
guilty on many charges unrelated to me,1,1,1,1
making our Country unsafe,1,1,1,1
greatest Witch Hunt in American history!,1,1,1,1
greatly dishonest,1,1,1,1
gross mismanagement,1,1,1,1
making a total fool of himself,1,1,1,1
making a Giant Mistake!,1,1,1,1
"grossly incompetent, in no way qualified to be running an important city like Washington, D.C.",1,1,1,1
making Amazon richer and the Post Office dumber and poorer,1,1,1,1
makes up things that I never said,1,1,1,1
makes up stories to get a GREAT & ALREADY reduced deal for himself,1,1,1,1
"makes up stories and 'sources,'",1,1,1,1
makes up many “sources say” stories,1,1,1,1
grubby,1,1,1,1
guilty as hell,1,1,1,1
makes sure that Trending on Twitter is anything bad,1,1,1,1
needs a new pair of glasses,1,1,1,1
have been spewing some of the most vile hateful and disgusting things ever said by a politician in the House or Senate,1,1,1,1
go back to work,1,1,1,1
on its last legs,1,1,1,1
on a fishing expedition,1,1,1,1
on TV with his own failing show,1,1,1,1
"old, very costly & anti-USA",1,1,1,1
old and worthless barriers,1,1,1,1
foolishness and stupidity,1,1,1,1
often referred to as Mr. Kellyanne Conway,1,1,1,1
officially out of control,1,1,1,1
off the wall,1,1,1,1
off the rails,1,1,1,1
obviously has tremendous hatred of Israel and the Jewish people,1,1,1,1
forcing the breakup of families at the Border with their horrible and cruel legislative agenda,1,1,1,1
obviously a madman,1,1,1,1
forest management is so poor,1,1,1,1
obvious & rapidly getting worse ‘dementia’,1,1,1,1
forget what they say (which is false),1,1,1,1
forgot the people who got them there,1,1,1,1
forgot to campaign in numerous states!,1,1,1,1
on a new phony kick about my management style,1,1,1,1
foolishness,1,1,1,1
fortunately they have bad ratings,1,1,1,1
"once a choker, always a choker!",1,1,1,1
one of the dumbest people in Washington,1,1,1,1
"one of the dumbest people I’ve met in government and sadly, I’ve met plenty",1,1,1,1
one of the dumbest of all pundits,1,1,1,1
one of the dumbest and worst candidates in the history of Republican politics,1,1,1,1
one of the dumbest & most disloyal men in Congress,1,1,1,1
one of the dumbest & most dangerous misjudgments ever,1,1,1,1
one of the dumber pundits on tv,1,1,1,1
one of the dumber people on television,1,1,1,1
one of the dumber bloggers,1,1,1,1
focus on running your company,1,1,1,1
one of the all time great enablers!,1,1,1,1
following Sleepy Joe’s train to wherever,1,1,1,1
one of the WORST Trade Deals ever made,1,1,1,1
one hour of lies,1,1,1,1
"foolish, or incompetent, people",1,1,1,1
foolishly being diverted into the Pacific Ocean,1,1,1,1
"once again, WRONG!",1,1,1,1
forgot to mention my phenomenal biz success rate,1,1,1,1
obstruction and delay,1,1,1,1
fraudulent service in Vietnam,1,1,1,1
fraudulent Russian Witch Hunt,1,1,1,1
fraudulent and dishonest statements,1,1,1,1
now his story gets even more deranged,1,1,1,1
now disgraced,1,1,1,1
now are floating in limboland,1,1,1,1
nothing works,1,1,1,1
nothing more than an expensive (the paper loses a fortune) lobbyist for Amazon,1,1,1,1
fraudulent and highly inaccurate coverage of Iran,1,1,1,1
nothing more than an evil propaganda machine for the Democrat Party,1,1,1,1
nothing going but to obstruct,1,1,1,1
nothing but problems,1,1,1,1
nothing but OBSTRUCTIONISTS!,1,1,1,1
nothing Hillary has said about her secret server has been true,1,1,1,1
not what the Founders had in mind,1,1,1,1
not watchable during weekend afternoons,1,1,1,1
fraudulent ballots,1,1,1,1
fraudulent editing,1,1,1,1
not very presidential,1,1,1,1
now in total freefall,1,1,1,1
now irrelevant,1,1,1,1
obstructing justice and will not get anything done,1,1,1,1
now is only negative on anything Trump,1,1,1,1
obstructing good (hopefully great) people wanting,1,1,1,1
foul language & racist hatred spewed from the mouths and actions of these very unpopular & unrepresentative Congresswomen,1,1,1,1
"foul language, terrible things they have said, horrible & disgusting actions!",1,1,1,1
obstructing Law Enforcement and Border Security,1,1,1,1
fraud lightweight,1,1,1,1
fraud on America,1,1,1,1
obstinate,1,1,1,1
obsolete,1,1,1,1
"obsessed with hatred, just as others are obsessed with how stupid he is",1,1,1,1
fraud on me and the American People,1,1,1,1
nuts,1,1,1,1
numbers are the worst in the United States on Crime and the Economy,1,1,1,1
nowhere to be found in speaking up against the greatest Hoax in American history!,1,1,1,1
"now willing to write anything, even if not truthful",1,1,1,1
"now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corruption",1,1,1,1
now refuses to call owners owners,1,1,1,1
now pushing the phony Russia story,1,1,1,1
flunky,1,1,1,1
one of the dumbest people in government,1,1,1,1
one of the dumbest political pundits on television,1,1,1,1
only want to increase taxes and obstruct,1,1,1,1
only want BAILOUT MONEY for Blue States that are doing badly,1,1,1,1
only thinking Obstruct and Delay,1,1,1,1
only shows the bad photos,1,1,1,1
only says negative,1,1,1,1
only puts negative people on,1,1,1,1
only obstruction,1,1,1,1
only negative reporting,1,1,1,1
only looks O.K. in polls against Hillary because nobody views him as a threat and therefore have placed ZERO negative ads against him,1,1,1,1
fictitious polling numbers,1,1,1,1
fight us at every turn,1,1,1,1
only looking to Bail Out badly run Democrat Cities,1,1,1,1
fighting for the violent MS-13 killer gangs & sanctuary cities,1,1,1,1
"fighting hard for the Radical Left Democrats, Illegal",1,1,1,1
fighting so hard for Sanctuary crime,1,1,1,1
"only looking at one side, not the other,  Wait until it comes out how horribly & viciously they are treating people, ruining lives for them refusing to lie",1,1,1,1
filthy language statements and lies,1,1,1,1
"only looking at one side, not the other",1,1,1,1
fiction!,1,1,1,1
fiction,1,1,1,1
one of the least effective Senators in the entire U.S. Senate,1,1,1,1
only want to raise your taxes,1,1,1,1
our Country’s worst Trade Deal,1,1,1,1
our Country’s most overrated General,1,1,1,1
fear mongering,1,1,1,1
our Country will do poorly with him,1,1,1,1
fear-mongering!,1,1,1,1
fell more than anybody,1,1,1,1
ought to get his act together and produce,1,1,1,1
fell right into President Obama's trap on ObamaCare,1,1,1,1
few people are watching,1,1,1,1
other networks seem to treat me so much better than Fox News,1,1,1,1
originally came from countries whose governments are a complete and total catastrophe the worst most corrupt and inept anywhere in the world,1,1,1,1
opposes me and some of our great Republican ideas and policies just for the sake of getting his name out there,1,1,1,1
opens up our country to potential terrorists and others that do not have our best interests at heart,1,1,1,1
only writes dishonest hits!,1,1,1,1
few people know that Fortune Magazine is still in business,1,1,1,1
only won the debate in the minds of desperate people,1,1,1,1
only want to raise your taxes!,1,1,1,1
"only looked at 3000 of 675,000 Crooked Hillary Clinton Emails",1,1,1,1
only knows how to make a speech when it is a hit on me,1,1,1,1
filthy mouthed,1,1,1,1
only interested in demeaning and belittling,1,1,1,1
one of the weakest and worst in the history of fighting epidemics and pandemics,1,1,1,1
one of the truly bad reporters,1,1,1,1
one of the most overrated political pundits,1,1,1,1
flailing & lying like CRAZY!,1,1,1,1
one of the most over-rated actresses in Hollywood,1,1,1,1
flamed out,1,1,1,1
one of the most incompetent ever made,1,1,1,1
flat broke and out of business,1,1,1,1
one of the most corrupt places on earth,1,1,1,1
one of the most corrupt cities in the Country!,1,1,1,1
one of the most corrupt and incompetent in U.S. history,1,1,1,1
"one of the most boring, rambling and non-substantive I have heard in a long time",1,1,1,1
flawed advice,1,1,1,1
flew around in a luxurious private jet during her RV tour of the state,1,1,1,1
one of the least talented people on television,1,1,1,1
one of the least productive senators,1,1,1,1
one of the least productive U.S. Senators,1,1,1,1
one of the worst,1,1,1,1
one of the worst pollsters of them all,1,1,1,1
one of the worst presidential candidates in history,1,1,1,1
one sided horror show deals made by past administrations,1,1,1,1
only cares about political power,1,1,1,1
only appointing Angry Dems,1,1,1,1
only a little known ‘staffer’,1,1,1,1
only Fox News is consistantly fighting the Trump win,1,1,1,1
one-time BAD Congressman from Illinois,1,1,1,1
one-sided coverage,1,1,1,1
one-sided,1,1,1,1
one sided coverage,1,1,1,1
first to wave the White Flag,1,1,1,1
one sided Fake Media coverage,1,1,1,1
one of the worst-performing stocks,1,1,1,1
filthy ‘comedian’,1,1,1,1
fired from her last show for lack of ratings,1,1,1,1
one of the worst reporters in the business,1,1,1,1
fired like a dog,1,1,1,1
fired like a dog!,1,1,1,1
fraudulent reporting,1,1,1,1
not true to himself,1,1,1,1
negative ads are not true,1,1,1,1
"get tough and smart U.S., or we won't have a country anymore",1,1,1,1
no escaping to Locker Rooms!,1,1,1,1
no enthusiasm!,1,1,1,1
no energy left!,1,1,1,1
get your facts straight,1,1,1,1
get your mops & buckets ready!,1,1,1,1
no chance,1,1,1,1
"no case, except against the other side",1,1,1,1
gets crazier and more dishonest every single day,1,1,1,1
no STAR,1,1,1,1
gets nothing done,1,1,1,1
no 'it' factor,1,1,1,1
"nickname was “Chaos”, which I didn’t like",1,1,1,1
newspaper of fiction,1,1,1,1
new narrative is disgraceful & false,1,1,1,1
new and most recent Witch Hunt,1,1,1,1
never wins elections!,1,1,1,1
gets worse and worse by the day,1,1,1,1
"no evidence, no crime, read the transcripts, “no pressure” Impeachment Hoax",1,1,1,1
"no focus, poor level of concentration",1,1,1,1
never made ten cents,1,1,1,1
no good for me!,1,1,1,1
no longer the big deal,1,1,1,1
no longer has credibility,1,1,1,1
no longer funny,1,1,1,1
no longer a credible source,1,1,1,1
no legitimate sources,1,1,1,1
no imagination,1,1,1,1
no ideas or votes,1,1,1,1
no ideas,1,1,1,1
get back to honest reporting!,1,1,1,1
no human being would want to live there,1,1,1,1
no hope of completion,1,1,1,1
get back to the basics of fighting crime!,1,1,1,1
get back to work,1,1,1,1
get nothing done,1,1,1,1
no help,1,1,1,1
"no guts, no glory",1,1,1,1
no guts no glory,1,1,1,1
never mentions the unfairness of the Tariffs routinely charged against the U.S.,1,1,1,1
getting NO work done on Drug Pricing Infrastructure & many other things,1,1,1,1
not those that will either Make America Great Again or Keep America Great,1,1,1,1
never even went to the Southern Border and then he screams at the very good people who despite Congresses failure to fix the Loopholes and Asylum make it work,1,1,1,1
never even liked by her own very kind & caring grandfather!,1,1,1,1
never even call to fact check,1,1,1,1
"never ending, 24 hour a day, phony Witch Hunt",1,1,1,1
getting tiny crowds which are all leaving fast,1,1,1,1
getting very “strange”,1,1,1,1
never ending and corrupt,1,1,1,1
gives NO INFORMATION about the sample,1,1,1,1
gives up too easy!,1,1,1,1
never ending Fake News about me,1,1,1,1
never discuss the real message,1,1,1,1
gives us the most unfair trial in the history of the U.S. Congress,1,1,1,1
never covered Hillary's massive “hacking” or coughing attack,1,1,1,1
